Tecnica,Epoca,Acuracia,Loss,Tempo(s)
AugMix->Trivial,20,56.82,0.18590412826477726,8.411811113357544
AugMix->Trivial,21,55.1,0.18084175351865683,6.218815088272095
AugMix->Trivial,22,55.92,0.18085106235893467,6.154713153839111
AugMix->Trivial,23,57.35,0.1514785637772536,6.611189365386963
AugMix->Trivial,24,56.86,0.1759016419100705,7.523008823394775
AugMix->Trivial,25,56.74,0.14468116336796857,6.980903148651123
Rand+Trivial (metades),1,37.57,2.089754269092898,3.655113935470581
Rand+Trivial (metades),2,43.08,1.8412657840342461,3.122627019882202
Rand+Trivial (metades),3,47.94,1.7364600338513339,4.3489251136779785
Rand+Trivial (metades),4,48.82,1.6308393206777452,2.985447883605957
Rand+Trivial (metades),5,51.39,1.5641390296477307,3.1820878982543945
Rand+Trivial (metades),6,51.67,1.480339770075641,3.163332939147949
Rand+Trivial (metades),7,53.59,1.4631870200362387,3.177170991897583
Rand+Trivial (metades),8,54.64,1.366547029229659,2.940401792526245
Rand+Trivial (metades),9,57.28,1.3252089921432206,3.129096031188965
Rand+Trivial (metades),10,56.78,1.3082281954680817,2.958184003829956
Rand+Trivial (metades),11,57.78,1.237890881828115,3.249924898147583
Rand+Trivial (metades),12,57.04,1.2017302890367145,3.1004669666290283
Rand+Trivial (metades),13,59.44,1.1444111715389202,3.0117599964141846
Rand+Trivial (metades),14,59.97,1.1256035936029651,3.166905164718628
Rand+Trivial (metades),15,59.78,1.0889036610156675,2.822082281112671
Rand+Trivial (metades),16,59.02,1.031637720669372,2.9561939239501953
Rand+Trivial (metades),17,57.97,1.0008812742897226,2.8321499824523926
Rand+Trivial (metades),18,61.97,0.9718360946148257,2.9639718532562256
Rand+Trivial (metades),19,58.97,0.9307094578501545,2.8679659366607666
Rand+Trivial (metades),20,61.4,0.9199423073213312,2.928022861480713
Rand+Trivial (metades),21,61.91,0.8758025380629527,2.9042141437530518
Rand+Trivial (metades),22,60.99,0.8578854942623573,2.9322378635406494
Rand+Trivial (metades),23,62.02,0.839189921753316,2.841400146484375
Rand+Trivial (metades),24,62.31,0.8127485121352763,2.869114875793457
Rand+Trivial (metades),25,62.35,0.7919939122622526,2.9082190990448
Rand+Albument (metades),1,39.36,2.0429341370546363,3.059682846069336
Rand+Albument (metades),2,45.83,1.749972689000866,3.7505569458007812
Rand+Albument (metades),3,48.54,1.5800940054881423,3.853325128555298
Rand+Albument (metades),4,52.55,1.4629274018203156,3.2762560844421387
Rand+Albument (metades),5,53.53,1.4149894623816768,2.7625508308410645
Rand+Albument (metades),6,54.69,1.3546676364126085,2.814711809158325
Rand+Albument (metades),7,56.07,1.2823824173287501,2.743054151535034
Rand+Albument (metades),8,55.91,1.2445373354078848,3.0327658653259277
Rand+Albument (metades),9,57.92,1.1710468907899494,2.7462759017944336
Rand+Albument (metades),10,58.67,1.1111779929716377,2.814966917037964
Rand+Albument (metades),11,59.8,1.0844006666654273,2.878304958343506
Rand+Albument (metades),12,61.04,1.0257171905493434,2.752984046936035
Rand+Albument (metades),13,60.08,1.0123334164860882,2.835214853286743
Rand+Albument (metades),14,59.05,0.9613868609259401,2.801948308944702
Rand+Albument (metades),15,61.65,0.9535755869708483,2.790320873260498
Rand+Albument (metades),16,62.57,0.9013566789747793,2.864212989807129
Rand+Albument (metades),17,61.92,0.8858997459653057,2.823746919631958
Rand+Albument (metades),18,63.41,0.8249989136864867,2.8601741790771484
Rand+Albument (metades),19,62.62,0.8069106355498109,2.808012008666992
Rand+Albument (metades),20,62.82,0.7707528917095329,2.9084160327911377
Rand+Albument (metades),21,63.4,0.7415248368737064,2.7687571048736572
Rand+Albument (metades),22,62.96,0.7135101662406439,2.8333730697631836
Rand+Albument (metades),23,64.28,0.6916172459155698,2.901510000228882
Rand+Albument (metades),24,62.64,0.6581262980080858,2.925065040588379
Rand+Albument (metades),25,63.43,0.6451572741888747,2.798678159713745
Rand+AugMix (metades),1,38.45,1.9949478167521804,4.161175727844238
Rand+AugMix (metades),2,45.17,1.6636261034615432,4.214447021484375
Rand+AugMix (metades),3,47.53,1.5234094028231464,4.411478042602539
Rand+AugMix (metades),4,48.97,1.4384978345677824,4.240180015563965
Rand+AugMix (metades),5,54.27,1.332331228859817,4.297912120819092
Rand+AugMix (metades),6,53.79,1.2494450777391843,4.177188158035278
Rand+AugMix (metades),7,56.56,1.166223779509339,4.188370943069458
Rand+AugMix (metades),8,56.92,1.1018212852598745,4.2651190757751465
Rand+AugMix (metades),9,58.71,1.0548929987074454,4.1698150634765625
Rand+AugMix (metades),10,58.67,0.9832591391816924,4.052452087402344
Rand+AugMix (metades),11,58.3,0.9490065717998939,4.509797096252441
Rand+AugMix (metades),12,57.37,0.9026095399373695,4.303133964538574
Rand+AugMix (metades),13,59.16,0.837423670895492,4.7796759605407715
Rand+AugMix (metades),14,59.54,0.7807442146011546,4.087025880813599
Rand+AugMix (metades),15,59.66,0.7644941852062563,4.1798272132873535
Rand+AugMix (metades),16,59.45,0.7128873120380353,4.204213857650757
Rand+AugMix (metades),17,59.04,0.6512846950488754,4.378852128982544
Rand+AugMix (metades),18,59.16,0.6568671612045432,4.192732095718384
Rand+AugMix (metades),19,58.02,0.6039587342286412,4.344290256500244
Rand+AugMix (metades),20,59.8,0.5784829915324344,4.267449855804443
Rand+AugMix (metades),21,57.82,0.5502832252768022,4.610209703445435
Rand+AugMix (metades),22,59.17,0.5145352837405627,4.227311849594116
Rand+AugMix (metades),23,58.64,0.491350706996797,4.211338043212891
Rand+AugMix (metades),24,60.04,0.4931687407101257,4.230983018875122
Rand+AugMix (metades),25,60.25,0.4725272123572193,4.212798357009888
Trivial+Albument (metades),1,39.18,2.0343717351744446,2.6981561183929443
Trivial+Albument (metades),2,44.09,1.7424786709531952,2.6315758228302
Trivial+Albument (metades),3,49.37,1.615660682509217,2.6687798500061035
Trivial+Albument (metades),4,52.43,1.5413277119020872,2.675063133239746
Trivial+Albument (metades),5,52.9,1.4888749696031403,2.6742351055145264
Trivial+Albument (metades),6,56.69,1.4015478514417816,2.6351158618927
Trivial+Albument (metades),7,56.39,1.340171780012831,2.7293412685394287
Trivial+Albument (metades),8,56.08,1.287552297115326,2.7232861518859863
Trivial+Albument (metades),9,59.3,1.2619353329079062,2.803705930709839
Trivial+Albument (metades),10,59.39,1.1998019052457205,2.900892972946167
Trivial+Albument (metades),11,59.02,1.14619462474992,2.799747943878174
Trivial+Albument (metades),12,60.43,1.1021949407420581,3.0784080028533936
Trivial+Albument (metades),13,61.57,1.0655946444861497,2.679442882537842
Trivial+Albument (metades),14,61.73,1.0286343520200705,2.7036640644073486
Trivial+Albument (metades),15,62.21,1.0069724215736873,2.7961268424987793
Trivial+Albument (metades),16,62.15,0.9487587749203549,2.6642558574676514
Trivial+Albument (metades),17,61.03,0.9450020095970058,2.7235350608825684
Trivial+Albument (metades),18,61.84,0.9188324793984618,2.7163991928100586
Trivial+Albument (metades),19,61.86,0.8969899310341364,2.6737630367279053
Trivial+Albument (metades),20,62.57,0.8598630194422565,2.7017440795898438
Trivial+Albument (metades),21,62.83,0.8041699249533159,2.7211599349975586
Trivial+Albument (metades),22,63.59,0.8032144511802287,3.0174829959869385
Trivial+Albument (metades),23,62.15,0.7653059431269199,2.7052018642425537
Trivial+Albument (metades),24,61.06,0.7596235356376141,2.7860350608825684
Trivial+Albument (metades),25,62.57,0.7207341152655927,3.0706541538238525
Trivial+AugMix (metades),1,40.09,1.9963434889346738,4.735635042190552
Trivial+AugMix (metades),2,43.25,1.7024294379391247,4.572261095046997
Trivial+AugMix (metades),3,50.19,1.5818483557882188,4.635103940963745
Trivial+AugMix (metades),4,52.47,1.4934749739079536,4.5487449169158936
Trivial+AugMix (metades),5,51.87,1.3885084873513331,4.216301918029785
Trivial+AugMix (metades),6,54.49,1.3046523377865176,4.1972479820251465
Trivial+AugMix (metades),7,55.92,1.2740328651440294,5.023660182952881
Trivial+AugMix (metades),8,57.17,1.1825761576242084,4.04131007194519
Trivial+AugMix (metades),9,57.04,1.1207210904435267,4.1112048625946045
Trivial+AugMix (metades),10,58.07,1.0668970595432232,4.192252159118652
Trivial+AugMix (metades),11,58.71,1.007415828071063,4.069201946258545
Trivial+AugMix (metades),12,58.5,0.9507534262500231,4.169856071472168
Trivial+AugMix (metades),13,57.27,0.8943645041200179,4.061531066894531
Trivial+AugMix (metades),14,59.45,0.8709069497977631,6.456074953079224
Trivial+AugMix (metades),15,58.45,0.8247172213807891,5.191039800643921
Trivial+AugMix (metades),16,57.99,0.7564511404761786,4.27091908454895
Trivial+AugMix (metades),17,58.96,0.7532684180555465,4.227370977401733
Trivial+AugMix (metades),18,57.93,0.6897551304177393,4.16785192489624
Trivial+AugMix (metades),19,56.99,0.6791540444651737,4.065398931503296
Trivial+AugMix (metades),20,58.35,0.6594852869269214,4.099076986312866
Trivial+AugMix (metades),21,59.72,0.6164242936463296,4.224858045578003
Trivial+AugMix (metades),22,58.39,0.5815906139868724,4.181081056594849
Trivial+AugMix (metades),23,59.24,0.6151356731034532,4.136034250259399
Trivial+AugMix (metades),24,58.33,0.5378884854195993,4.092116832733154
Trivial+AugMix (metades),25,59.35,0.5527683341804939,4.430018663406372
Albument+AugMix (metades),1,42.07,1.9265333972399747,4.172867059707642
Albument+AugMix (metades),2,45.97,1.604316156121749,4.05095100402832
Albument+AugMix (metades),3,49.54,1.4344121368625495,4.0780510902404785
Albument+AugMix (metades),4,51.52,1.3437976203387296,4.1961829662323
Albument+AugMix (metades),5,54.53,1.240621091444281,3.991342067718506
Albument+AugMix (metades),6,55.71,1.1478605466552927,4.078995943069458
Albument+AugMix (metades),7,55.89,1.0954088991201376,4.0103418827056885
Albument+AugMix (metades),8,57.8,1.014537041700339,4.123694658279419
Albument+AugMix (metades),9,57.24,0.9682733122306534,4.361313819885254
Albument+AugMix (metades),10,56.41,0.8794680509386184,4.177873134613037
Albument+AugMix (metades),11,58.72,0.8264567497410352,4.315990924835205
Albument+AugMix (metades),12,59.87,0.7474818146681483,4.049328088760376
Albument+AugMix (metades),13,59.49,0.7137590080876893,4.1802802085876465
Albument+AugMix (metades),14,59.56,0.6659583504064174,4.172242164611816
Albument+AugMix (metades),15,60.12,0.5894075156767157,4.041261911392212
Albument+AugMix (metades),16,59.07,0.5728478050684627,4.177822828292847
Albument+AugMix (metades),17,60.41,0.5461621786220164,4.112933158874512
Albument+AugMix (metades),18,60.48,0.49660050944436956,4.143595933914185
Albument+AugMix (metades),19,59.5,0.4272154260285293,4.125049114227295
Albument+AugMix (metades),20,59.93,0.4047726579482042,5.119361162185669
Albument+AugMix (metades),21,57.99,0.39853201844269714,4.030198097229004
Albument+AugMix (metades),22,60.55,0.394003979012936,4.2284510135650635
Albument+AugMix (metades),23,61.03,0.34907206213926967,4.069264888763428
Albument+AugMix (metades),24,58.9,0.34551294544075106,4.20073390007019
Albument+AugMix (metades),25,60.37,0.32356825489786606,4.055536270141602
Rand->Trivial->Albument,1,30.12,2.2306123383437533,3.8825578689575195
Rand->Trivial->Albument,2,35.04,2.092147534406638,3.661345958709717
Rand->Trivial->Albument,3,40.77,1.9992456209810474,3.60245418548584
Rand->Trivial->Albument,4,42.22,1.9580811352669438,3.6892480850219727
Rand->Trivial->Albument,5,43.41,1.9358647427981412,4.257467985153198
Rand->Trivial->Albument,6,47.19,1.8861725571789318,3.654752016067505
Rand->Trivial->Albument,7,46.71,1.8655316618424427,3.632405996322632
Rand->Trivial->Albument,8,48.73,1.845002627070946,3.6587350368499756
Rand->Trivial->Albument,9,51.33,1.807713737970666,3.559967041015625
Rand->Trivial->Albument,10,51.02,1.781842399247085,3.6234130859375
Rand->Trivial->Albument,11,51.89,1.7729772902742218,3.5783531665802
Rand->Trivial->Albument,12,53.64,1.7272492209567298,3.546489953994751
Rand->Trivial->Albument,13,53.91,1.6953828727142721,3.482638120651245
Rand->Trivial->Albument,14,53.73,1.6903279567066627,3.536057949066162
Rand->Trivial->Albument,15,55.47,1.6897884999649435,3.5363171100616455
Rand->Trivial->Albument,16,52.54,1.639307387267487,3.46956205368042
Rand->Trivial->Albument,17,55.81,1.6617879671386526,3.581104278564453
Rand->Trivial->Albument,18,55.55,1.6304161790051037,3.573117971420288
Rand->Trivial->Albument,19,56.21,1.6221085575562488,3.6336729526519775
Rand->Trivial->Albument,20,57.1,1.5895323361022562,3.486923933029175
Rand->Trivial->Albument,21,58.11,1.602446003805233,3.5302820205688477
Rand->Trivial->Albument,22,58.77,1.5789559128918225,3.503587245941162
Rand->Trivial->Albument,23,58.78,1.6277609369422816,3.5332889556884766
Rand->Trivial->Albument,24,57.37,1.5644483717182014,3.5405080318450928
Rand->Trivial->Albument,25,60.82,1.5544100018996228,3.630376100540161
Rand->Trivial->AugMix,1,33.09,2.21251527568962,6.194199085235596
Rand->Trivial->AugMix,2,39.89,2.032990887195249,6.286527872085571
Rand->Trivial->AugMix,3,43.96,1.9647162126589426,6.305341005325317
Rand->Trivial->AugMix,4,47.16,1.9000373897673208,6.267329931259155
Rand->Trivial->AugMix,5,47.3,1.847870967056178,6.31187891960144
Rand->Trivial->AugMix,6,49.67,1.8186547333681131,6.394355297088623
Rand->Trivial->AugMix,7,50.4,1.7929279834409304,6.360788106918335
Rand->Trivial->AugMix,8,49.59,1.756078194968308,6.448491096496582
Rand->Trivial->AugMix,9,51.52,1.7523646475393562,7.480262994766235
Rand->Trivial->AugMix,10,52.88,1.6776170972027356,6.361122131347656
Rand->Trivial->AugMix,11,53.52,1.7046988191483896,6.402478218078613
Rand->Trivial->AugMix,12,54.26,1.6764196127275877,6.377791881561279
Rand->Trivial->AugMix,13,55.94,1.6531852408300471,6.38648796081543
Rand->Trivial->AugMix,14,56.19,1.6242770771437054,6.5738348960876465
Rand->Trivial->AugMix,15,56.4,1.5889582920678054,6.376932859420776
Rand->Trivial->AugMix,16,56.67,1.6088170673273787,7.285699844360352
Rand->Trivial->AugMix,17,58.35,1.5831308138521412,6.533080816268921
Rand->Trivial->AugMix,18,56.66,1.5610583537741551,6.422951936721802
Rand->Trivial->AugMix,19,57.4,1.5513928570324862,6.762372255325317
Rand->Trivial->AugMix,20,58.7,1.5256777081308486,6.448112964630127
Rand->Trivial->AugMix,21,59.38,1.5324079899848262,6.955909729003906
Rand->Trivial->AugMix,22,58.07,1.5308574136299422,6.542130947113037
Rand->Trivial->AugMix,23,59.89,1.481899389737769,6.633484125137329
Rand->Trivial->AugMix,24,60.6,1.4841966870464856,6.563884973526001
Rand->Trivial->AugMix,25,60.05,1.4870305514033837,6.364168882369995
Rand->Albument->CutMix,1,31.24,2.2489598129369037,3.2664401531219482
Rand->Albument->CutMix,2,34.38,2.160183752639384,3.3610799312591553
Rand->Albument->CutMix,3,38.77,2.1079381372355206,3.2675089836120605
Rand->Albument->CutMix,4,38.95,2.0612749117839186,3.459043025970459
Rand->Albument->CutMix,5,44.91,2.0340959935248653,3.368701219558716
Rand->Albument->CutMix,6,45.39,1.9678676279285285,3.3332481384277344
Rand->Albument->CutMix,7,48.8,1.9756549189362345,3.2866580486297607
Rand->Albument->CutMix,8,49.33,1.969039200227472,3.2248711585998535
Rand->Albument->CutMix,9,47.93,1.9694979613340353,3.1785619258880615
Rand->Albument->CutMix,10,50.1,1.9561156788958778,3.2699320316314697
Rand->Albument->CutMix,11,50.9,1.9189286714867702,3.2334814071655273
Rand->Albument->CutMix,12,51.0,1.9071029153051255,3.892771005630493
Rand->Albument->CutMix,13,51.91,1.9202473661567592,3.6152257919311523
Rand->Albument->CutMix,14,53.36,1.926524960542027,3.6694021224975586
Rand->Albument->CutMix,15,51.79,1.9034048620658586,3.296912908554077
Rand->Albument->CutMix,16,54.17,1.8931193034860152,3.1722488403320312
Rand->Albument->CutMix,17,52.94,1.878120939942855,3.205784797668457
Rand->Albument->CutMix,18,54.73,1.8623279861257047,3.204012155532837
Rand->Albument->CutMix,19,53.29,1.8611713255508036,3.200338125228882
Rand->Albument->CutMix,20,55.05,1.8710819739329665,3.1694467067718506
Rand->Albument->CutMix,21,56.66,1.87133658384975,3.1991360187530518
Rand->Albument->CutMix,22,56.6,1.8624511730821827,3.1862587928771973
Rand->Albument->CutMix,23,57.6,1.8299003401889076,3.1469991207122803
Rand->Albument->CutMix,24,54.77,1.8207682838922814,3.2450621128082275
Rand->Albument->CutMix,25,56.51,1.8739391731310495,3.1637001037597656
Rand->AugMix->CutMix,1,35.45,2.223660309103471,6.00972580909729
Rand->AugMix->CutMix,2,38.61,2.1233789935896668,5.795603036880493
Rand->AugMix->CutMix,3,43.7,2.0602324687981906,5.7535080909729
Rand->AugMix->CutMix,4,43.16,2.026434284222277,5.822074890136719
Rand->AugMix->CutMix,5,47.72,2.013205902485908,5.895179748535156
Rand->AugMix->CutMix,6,47.63,1.9688249932059758,5.8408119678497314
Rand->AugMix->CutMix,7,50.87,1.9545864259140402,8.18157696723938
Rand->AugMix->CutMix,8,50.98,1.954707544061202,10.28062391281128
Rand->AugMix->CutMix,9,51.98,1.9095874692820296,7.15223503112793
Rand->AugMix->CutMix,10,53.96,1.9003854129887834,8.432498931884766
Rand->AugMix->CutMix,11,51.57,1.9230820136734201,7.740394353866577
Rand->AugMix->CutMix,12,54.36,1.846550339384924,6.145758867263794
Rand->AugMix->CutMix,13,55.44,1.8701131494739387,6.204676866531372
Rand->AugMix->CutMix,14,55.3,1.8217553277558918,6.049582004547119
Rand->AugMix->CutMix,15,56.64,1.8636593456509747,6.086071014404297
Rand->AugMix->CutMix,16,55.7,1.819004519076287,6.342700958251953
Rand->AugMix->CutMix,17,57.19,1.8489792603480666,6.088221788406372
Rand->AugMix->CutMix,18,58.41,1.7754848003387451,6.24015998840332
Rand->AugMix->CutMix,19,57.35,1.7864525846288175,5.927393913269043
Rand->AugMix->CutMix,20,57.87,1.8141301417652564,6.046590805053711
Rand->AugMix->CutMix,21,60.17,1.8112198008766658,5.961909055709839
Rand->AugMix->CutMix,22,58.77,1.7400810416740706,6.03092098236084
Rand->AugMix->CutMix,23,60.76,1.7978624905212015,6.099083185195923
Rand->AugMix->CutMix,24,60.24,1.790543954583663,5.895093202590942
Rand->AugMix->CutMix,25,61.95,1.7423017854931988,6.017963647842407
Trivial->Rand->Albument,1,27.83,2.2255935940561415,3.5781290531158447
Trivial->Rand->Albument,2,40.65,2.05882092065449,3.589064121246338
Trivial->Rand->Albument,3,43.64,1.9810756641098215,3.535374164581299
Trivial->Rand->Albument,4,45.71,1.9057341225539581,3.5273308753967285
Trivial->Rand->Albument,5,47.25,1.8827769047097316,3.541916847229004
Trivial->Rand->Albument,6,48.85,1.8466351409501667,3.6235640048980713
Trivial->Rand->Albument,7,51.0,1.8055970804600776,3.5774099826812744
Trivial->Rand->Albument,8,53.01,1.7778820704810228,3.5946590900421143
Trivial->Rand->Albument,9,53.32,1.7304376273215571,3.5593039989471436
Trivial->Rand->Albument,10,53.45,1.7111625580848018,3.5507140159606934
Trivial->Rand->Albument,11,55.34,1.7182412856741796,3.921844005584717
Trivial->Rand->Albument,12,56.32,1.6665611719783349,4.447411060333252
Trivial->Rand->Albument,13,56.92,1.6602105626577064,3.728131055831909
Trivial->Rand->Albument,14,57.45,1.643765787535076,3.4973669052124023
Trivial->Rand->Albument,15,57.33,1.6080297624008566,3.521296977996826
Trivial->Rand->Albument,16,58.23,1.6039055495322505,3.736452102661133
Trivial->Rand->Albument,17,58.8,1.614981809748879,3.5950510501861572
Trivial->Rand->Albument,18,59.59,1.598592044431952,3.5442302227020264
Trivial->Rand->Albument,19,59.77,1.5498281294786478,3.6217010021209717
Trivial->Rand->Albument,20,61.5,1.5642760614805584,3.657057046890259
Trivial->Rand->Albument,21,60.2,1.5455832511563845,3.5914790630340576
Trivial->Rand->Albument,22,61.2,1.5136483907699585,3.5188870429992676
Trivial->Rand->Albument,23,61.63,1.4864188100718245,3.5939137935638428
Trivial->Rand->Albument,24,61.08,1.5238564120063298,3.6724889278411865
Trivial->Rand->Albument,25,62.38,1.5180670536017116,3.6705000400543213
Trivial->Rand->AugMix,1,28.9,2.2055627877199195,6.499615907669067
Trivial->Rand->AugMix,2,42.13,2.0348232154604755,8.331977128982544
Trivial->Rand->AugMix,3,42.53,1.931193111818048,8.96201229095459
Trivial->Rand->AugMix,4,45.31,1.9207932375654388,6.418287038803101
Trivial->Rand->AugMix,5,46.64,1.8918576723412623,6.327419996261597
Trivial->Rand->AugMix,6,50.16,1.811682182022288,6.373692035675049
Trivial->Rand->AugMix,7,51.08,1.7727003821843788,6.364161729812622
Trivial->Rand->AugMix,8,51.24,1.7300765454014646,6.3789660930633545
Trivial->Rand->AugMix,9,52.68,1.717380105694638,6.300772190093994
Trivial->Rand->AugMix,10,52.52,1.6983834278734424,6.661327123641968
Trivial->Rand->AugMix,11,55.37,1.687567495092561,6.407959938049316
Trivial->Rand->AugMix,12,53.39,1.6525052197371857,6.368262767791748
Trivial->Rand->AugMix,13,56.15,1.6390947224218635,6.711938858032227
Trivial->Rand->AugMix,14,56.72,1.6124531845503216,6.377656936645508
Trivial->Rand->AugMix,15,56.24,1.5931581877454926,6.404818296432495
Trivial->Rand->AugMix,16,58.39,1.5581421640854847,7.434430122375488
Trivial->Rand->AugMix,17,59.34,1.557994306841983,6.393455982208252
Trivial->Rand->AugMix,18,59.35,1.56267756751821,6.8399200439453125
Trivial->Rand->AugMix,19,59.27,1.5120912971375864,6.404648065567017
Trivial->Rand->AugMix,20,60.07,1.514563773251787,7.243976354598999
Trivial->Rand->AugMix,21,59.59,1.5167862765396698,9.155272960662842
Trivial->Rand->AugMix,22,61.46,1.4919756832002085,7.533751010894775
Trivial->Rand->AugMix,23,60.09,1.4837353486049025,8.096254110336304
Trivial->Rand->AugMix,24,60.6,1.4911465780644477,9.586040019989014
Trivial->Rand->AugMix,25,60.8,1.4584517116788067,7.868761777877808
Trivial->Albument->CutMix,1,30.76,2.2566650834264634,3.2029502391815186
Trivial->Albument->CutMix,2,35.75,2.1632473861114887,3.0088467597961426
Trivial->Albument->CutMix,3,37.42,2.135384997235069,3.1053519248962402
Trivial->Albument->CutMix,4,41.19,2.1095717089085637,3.0674002170562744
Trivial->Albument->CutMix,5,39.66,2.077125006084201,3.2408688068389893
Trivial->Albument->CutMix,6,44.1,2.035629166832453,3.1825249195098877
Trivial->Albument->CutMix,7,45.86,2.0704758303074895,3.7813172340393066
Trivial->Albument->CutMix,8,46.22,2.0624799743483337,4.043819904327393
Trivial->Albument->CutMix,9,46.17,2.0189612349377404,3.178738832473755
Trivial->Albument->CutMix,10,46.34,2.0141542350189594,3.1906800270080566
Trivial->Albument->CutMix,11,49.66,2.038814230810238,3.0341529846191406
Trivial->Albument->CutMix,12,48.61,2.033871772923047,3.090583086013794
Trivial->Albument->CutMix,13,48.21,1.9732476789740068,3.026603937149048
Trivial->Albument->CutMix,14,50.51,1.9881795871106884,3.1491849422454834
Trivial->Albument->CutMix,15,51.45,1.975798798512809,3.082825183868408
Trivial->Albument->CutMix,16,53.29,1.9452117636233945,3.0761430263519287
Trivial->Albument->CutMix,17,51.58,1.9724865578397919,3.4604268074035645
Trivial->Albument->CutMix,18,52.13,1.9562290303314789,3.1449599266052246
Trivial->Albument->CutMix,19,54.14,1.962764050387129,3.18076491355896
Trivial->Albument->CutMix,20,53.81,1.9610012286826024,3.2321720123291016
Trivial->Albument->CutMix,21,54.07,1.9640838964075982,3.4268178939819336
Trivial->Albument->CutMix,22,55.2,1.916951437539692,3.513664960861206
Trivial->Albument->CutMix,23,54.87,1.9373092953162858,4.3636980056762695
Trivial->Albument->CutMix,24,54.71,1.9296534680113007,3.216048240661621
Trivial->Albument->CutMix,25,55.63,1.9368284065512162,3.2306859493255615
Trivial->AugMix->CutMix,1,24.78,2.232256647906726,6.467182636260986
Trivial->AugMix->CutMix,2,36.81,2.155651131762734,6.181926250457764
Trivial->AugMix->CutMix,3,40.85,2.1066789461087576,6.163773059844971
Trivial->AugMix->CutMix,4,45.19,2.0650855197182185,6.304015874862671
Trivial->AugMix->CutMix,5,44.97,2.045563990556741,6.377003908157349
Trivial->AugMix->CutMix,6,46.92,2.046956803225264,6.225137710571289
Trivial->AugMix->CutMix,7,48.16,2.019619608227211,6.2630860805511475
Trivial->AugMix->CutMix,8,49.1,1.980940047698685,6.147021055221558
Trivial->AugMix->CutMix,9,50.31,2.0082001882263376,6.436745882034302
Trivial->AugMix->CutMix,10,51.82,1.9665273141257371,6.286828994750977
Trivial->AugMix->CutMix,11,52.64,1.9504257350028316,7.100580215454102
Trivial->AugMix->CutMix,12,52.34,1.9441625755044478,6.5389721393585205
Trivial->AugMix->CutMix,13,53.45,1.952222431762309,7.069701194763184
Trivial->AugMix->CutMix,14,53.26,1.9337421338769454,9.395447731018066
Trivial->AugMix->CutMix,15,54.47,1.9028274152852311,6.421244859695435
Trivial->AugMix->CutMix,16,55.05,1.9037904226327245,6.629662990570068
Trivial->AugMix->CutMix,17,55.39,1.904571152940581,6.520432233810425
Trivial->AugMix->CutMix,18,56.24,1.8705152242998533,6.468759775161743
Trivial->AugMix->CutMix,19,52.77,1.862705016437965,6.2610251903533936
Trivial->AugMix->CutMix,20,56.4,1.8977907051013996,6.3261497020721436
Trivial->AugMix->CutMix,21,56.7,1.8790252284158635,7.277590990066528
Trivial->AugMix->CutMix,22,57.31,1.9065960509867608,6.043044090270996
Trivial->AugMix->CutMix,23,56.91,1.9130096224289905,6.409544944763184
Trivial->AugMix->CutMix,24,58.96,1.800777533386327,6.128429889678955
Trivial->AugMix->CutMix,25,58.55,1.8562955448899088,6.281558036804199
Rand+Trivial+Albument (terços),1,40.06,2.0503938469705703,3.117189884185791
Rand+Trivial+Albument (terços),2,44.29,1.7851520173157318,2.907565116882324
Rand+Trivial+Albument (terços),3,48.21,1.661081624936454,2.9752979278564453
Rand+Trivial+Albument (terços),4,49.38,1.5861044458196134,2.8909430503845215
Rand+Trivial+Albument (terços),5,51.62,1.5038102789770198,2.960537910461426
Rand+Trivial+Albument (terços),6,54.2,1.4574909119666377,2.834764003753662
Rand+Trivial+Albument (terços),7,54.02,1.370513015155551,2.9020798206329346
Rand+Trivial+Albument (terços),8,55.52,1.3360629813580573,3.069734811782837
Rand+Trivial+Albument (terços),9,57.71,1.2532864627958853,3.0167019367218018
Rand+Trivial+Albument (terços),10,57.22,1.242245388936393,3.1046247482299805
Rand+Trivial+Albument (terços),11,59.21,1.1706656972064247,3.0464928150177
Rand+Trivial+Albument (terços),12,58.55,1.1294362975072256,3.044093132019043
Rand+Trivial+Albument (terços),13,59.17,1.1173616066763672,2.9883601665496826
Rand+Trivial+Albument (terços),14,60.63,1.042986252639867,3.0495128631591797
Rand+Trivial+Albument (terços),15,61.02,1.0101176356967492,2.9693069458007812
Rand+Trivial+Albument (terços),16,59.38,0.9693217481238933,3.14603590965271
Rand+Trivial+Albument (terços),17,61.88,0.9716425424889673,3.0332846641540527
Rand+Trivial+Albument (terços),18,61.59,0.9495040246202976,2.9393672943115234
Rand+Trivial+Albument (terços),19,61.5,0.9088233007660395,2.9240472316741943
Rand+Trivial+Albument (terços),20,61.37,0.858219127111797,3.066929817199707
Rand+Trivial+Albument (terços),21,62.01,0.8408444372913505,2.9120798110961914
Rand+Trivial+Albument (terços),22,62.13,0.8310781128798859,3.0471818447113037
Rand+Trivial+Albument (terços),23,63.39,0.7889087060584298,3.0300936698913574
Rand+Trivial+Albument (terços),24,62.28,0.7333152550685255,3.0760021209716797
Rand+Trivial+Albument (terços),25,62.82,0.7175664301914505,3.055318593978882
Rand+Trivial+AugMix (terços),1,35.15,2.0498339828056626,4.0373640060424805
Rand+Trivial+AugMix (terços),2,46.12,1.787435756453985,3.8270530700683594
Rand+Trivial+AugMix (terços),3,48.49,1.606739060788215,3.9721200466156006
